UID,Chemical,Scientist,Exp No.,Plate No. Pos,Time,Temperature,Date made,Formulas,Final Comps Tom,Code Output
209,Na0.5Cu7/18Ni7/18Fe1/9Mn1/9O2,FT,4,9.2,12,950,,"{'Na': 0.5, 'Cu': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.5,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
210,Na0.5Fe7/18Mn7/18Cu1/9Ni1/9O2,FT,4,9.5,12,950,,"{'Na': 0.5, 'Fe': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.352;Mn:7:0.037;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
211,Na0.5Cu7/18Fe7/18Mn1/9Ni1/9O2,FT,4,9.6,12,950,,"{'Na': 0.5, 'Cu': 0.3888888888888889, 'Fe': 0.3888888888888889, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.778,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
212,Na0.5Mn7/18Ni7/18Fe1/9Cu1/9O2,FT,4,9.9,12,950,,"{'Na': 0.5, 'Mn': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Ni:4:0.389;Fe:3:0.111;Cu:2:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.222;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
213,Na0.5Cu7/18Mn7/18Fe1/9Ni1/9O2,FT,4,9.1,12,950,,"{'Na': 0.5, 'Cu': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.259;Mn:7:0.13;FinalChargeBalance:0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
214,NaMn2/3Cu1/6Fe1/6O2,FT,5,1.1,6,950,,"{'Na': 1, 'Mn': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.503;Mn:4:0.164;FinalChargeBalance:0,Na:1:1;O:-2:2.0;Mn:4:0.556;Mn:7:0.111;FinalChargeBalance:0.001
215,NaNi2/3Fe1/6Cu1/6O2,FT,5,1.2,6,950,,"{'Na': 1, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:1;Fe:2:0.167;Cu:1:0.167;O:-2:2;Ni:2:0.084;Ni:4:0.583;FinalChargeBalance:0.001,Na:1:1;Fe:2:0.167;Cu:1:0.167;O:-2:2.0;Ni:2:0.083;Ni:4:0.584;FinalChargeBalance:0.002
216,NaMn2/3Ni1/6Cu1/6O2,FT,5,1.3,6,950,,"{'Na': 1, 'Mn': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:1;Mn:3:0.667;Ni:4:0.167;O:-2:2;Cu:1:0.003;Cu:2:0.164;FinalChargeBalance:0,Na:1:1;O:-2:2.0;Mn:4:0.556;Mn:7:0.111;FinalChargeBalance:0.001
217,NaMn2/3Fe1/6Ni1/6O2,FT,5,1.4,6,950,,"{'Na': 1, 'Mn': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:1;Mn:3:0.667;Fe:2:0.167;O:-2:2;Ni:2:0.002;Ni:4:0.165;FinalChargeBalance:-0.001,Na:1:1;Mn:3:0.667;Fe:2:0.167;O:-2:2.0;Ni:4:0.167;FinalChargeBalance:0.001
218,NaFe2/3Cu1/6Mn1/6O2,FT,5,1.5,6,950,,"{'Na': 1, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:1;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:3:0.003;Mn:4:0.164;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
219,NaFe2/3Cu1/6Ni1/6O2,FT,5,1.6,6,950,,"{'Na': 1, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:2:0.167;Ni:4:0.167;O:-2:2;Fe:2:0.003;Fe:3:0.664;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
220,NaNi2/3Cu1/6Mn1/6O2,FT,5,1.7,6,950,,"{'Na': 1, 'Ni': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:1:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.168;Ni:4:0.499;FinalChargeBalance:0,Na:1:1;Cu:1:0.167;Mn:3:0.167;O:-2:2.0;Ni:2:0.167;Ni:4:0.5;FinalChargeBalance:0.001
221,NaFe2/3Ni1/6Mn1/6O2,FT,5,1.8,6,950,,"{'Na': 1, 'Fe': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:1;Ni:4:0.167;Mn:3:0.167;O:-2:2;Fe:2:0.17;Fe:3:0.497;FinalChargeBalance:0,Na:1:1;Fe:2:0.667;Mn:3:0.167;O:-2:2.0;FinalChargeBalance:-1.167
222,NaCu2/3Fe1/6Ni1/6O2,FT,5,1.9,6,950,,"{'Na': 1, 'Cu': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.497,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
223,NaCu2/3Ni1/6Fe1/6O2,FT,5,1.1,6,950,,"{'Na': 1, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.497,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
224,NaCu2/3Ni1/6Mn1/6O2,FT,5,1.11,6,950,,"{'Na': 1, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:2:0.667;Ni:4:0.167;O:-2:2;Mn:4:0.057;Mn:7:0.11;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
225,NaNi2/3Fe1/6Mn1/6O2,FT,5,1.12,6,950,,"{'Na': 1, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:1;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.252;Ni:4:0.415;FinalChargeBalance:-0.001,Na:1:1;Fe:2:0.167;Mn:3:0.167;O:-2:2.0;Ni:2:0.25;Ni:4:0.417;FinalChargeBalance:0.001
226,NaCu2/3Ni1/9Mn1/9Fe1/9O2,FT,5,2.1,6,950,,"{'Na': 1, 'Cu': 0.6666666666666666, 'Ni': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Fe': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-0.556,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
227,NaFe2/3Cu1/9Mn1/9Ni1/9O2,FT,5,2.2,6,950,,"{'Na': 1, 'Fe': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.111;Mn:3:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.667;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
228,NaNi2/3Fe1/9Cu1/9Mn1/9O2,FT,5,2.3,6,950,,"{'Na': 1, 'Ni': 0.6666666666666666, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:1;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2;Ni:2:0.167;Ni:4:0.5;FinalChargeBalance:0,Na:1:1;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2.0;Ni:2:0.167;Ni:4:0.5;FinalChargeBalance:0.001
229,NaMn2/3Cu1/9Fe1/9Ni1/9O2,FT,5,2.4,6,950,,"{'Na': 1, 'Mn': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Mn:3:0.667;Cu:2:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.111;FinalChargeBalance:0,Na:1:1;O:-2:2.0;Mn:4:0.556;Mn:7:0.111;FinalChargeBalance:0.001
230,NaMn1/9Cu8/27Fe8/27Ni8/27O2,FT,5,2.9,6,950,,"{'Na': 1, 'Mn': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:1;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.108;Mn:4:0.003;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
231,NaNi1/9Cu8/27Fe8/27Mn8/27O2,FT,5,2.1,6,950,,"{'Na': 1, 'Ni': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Mn': 0.2962962962962963, 'O': 2.0}",Na:1:1;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:3:0.108;Mn:4:0.188;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
232,NaFe1/9Mn8/27Cu8/27Ni8/27O2,FT,5,2.11,6,950,,"{'Na': 1, 'Fe': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Cu': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:1;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.293;Mn:4:0.003;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
233,NaCu1/9Mn8/27Fe8/27Ni8/27O2,FT,5,2.12,6,950,,"{'Na': 1, 'Cu': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:1;Cu:2:0.111;Mn:3:0.296;Ni:4:0.296;O:-2:2;Fe:2:0.182;Fe:3:0.114;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
234,NaFe7/18Ni7/18Cu1/9Mn1/9O2,FT,5,3.1,6,950,,"{'Na': 1, 'Fe': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:1;Ni:4:0.389;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.278;Fe:3:0.111;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
235,NaCu2/18Ni7/18Fe1/9Mn1/9O2,FT,5,3.2,6,950,,"{'Na': 1, 'Cu': 0.1111111111111111, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.111;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.556,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
236,NaFe7/18Mn7/18Cu1/9Ni1/9O2,FT,5,3.5,6,950,,"{'Na': 1, 'Fe': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Mn:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.389;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
237,NaCu7/18Fe7/18Mn1/9Ni1/9O2,FT,5,3.6,6,950,,"{'Na': 1, 'Cu': 0.3888888888888889, 'Fe': 0.3888888888888889, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.389;Fe:3:0.389;Ni:4:0.111;O:-2:2;Mn:4:0.055;Mn:7:0.056;FinalChargeBalance:0.001,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
238,NaMn7/18Ni7/18Fe1/9Cu1/9O2,FT,5,3.9,6,950,,"{'Na': 1, 'Mn': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'O': 2.0}",Na:1:1;Mn:3:0.389;Fe:2:0.111;Cu:1:0.111;O:-2:2;Ni:2:0.028;Ni:4:0.361;FinalChargeBalance:0,Na:1:1;Mn:3:0.389;Fe:2:0.111;Cu:1:0.111;O:-2:2.0;Ni:2:0.028;Ni:4:0.361;FinalChargeBalance:0.0
239,NaCu7/18Mn7/18Fe1/9Ni1/9O2,FT,5,3.1,6,950,,"{'Na': 1, 'Cu': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.111;Mn:4:0.278;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
240,Na0.75Mn2/3Cu1/6Fe1/6O2,FT,5,4.1,6,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.253;Mn:4:0.414;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
241,Na0.75Ni2/3Fe1/6Cu1/6O2,FT,5,4.2,6,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Ni:4:0.667;Fe:2:0.167;O:-2:2;Cu:1:0.086;Cu:2:0.081;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
242,Na0.75Mn2/3Ni1/6Cu1/6O2,FT,5,4.3,6,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Ni:4:0.167;Cu:2:0.167;O:-2:2;Mn:3:0.42;Mn:4:0.247;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
243,Na0.75Mn2/3Fe1/6Ni1/6O2,FT,5,4.4,6,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.167;Ni:4:0.167;O:-2:2;Mn:3:0.587;Mn:4:0.08;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
244,Na0.75Fe2/3Cu1/6Mn1/6O2,FT,5,4.5,6,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:4:0.085;Mn:7:0.082;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
245,Na0.75Fe2/3Cu1/6Ni1/6O2,FT,5,4.6,6,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Cu:2:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.247,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
246,Na0.75Ni2/3Cu1/6Mn1/6O2,FT,5,4.7,6,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:1:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.043;Ni:4:0.624;FinalChargeBalance:0,Na:1:0.75;Cu:1:0.167;Mn:3:0.167;O:-2:2.0;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0.001
247,Na0.75Fe2/3Ni1/6Mn1/6O2,FT,5,4.8,6,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Ni:4:0.167;O:-2:2;Mn:3:0.087;Mn:4:0.08;FinalChargeBalance:0,Na:1:0.75;Fe:2:0.667;Mn:3:0.167;O:-2:2.0;FinalChargeBalance:-1.417
248,Na0.75Cu2/3Fe1/6Ni1/6O2,FT,5,4.9,6,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.747,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
249,Na0.75Cu2/3Ni1/6Fe1/6O2,FT,5,4.1,6,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.747,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
250,Na0.75Cu2/3Ni1/6Mn1/6O2,FT,5,4.11,6,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Ni:4:0.167;Mn:3:0.167;O:-2:2;FinalChargeBalance:-0.747,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
251,Na0.75Ni2/3Fe1/6Mn1/6O2,FT,5,4.12,6,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.126;Ni:4:0.541;FinalChargeBalance:0.001,Na:1:0.75;Fe:2:0.167;Mn:3:0.167;O:-2:2.0;Ni:2:0.125;Ni:4:0.542;FinalChargeBalance:0.001
252,Na0.75Cu2/3Ni1/9Mn1/9Fe1/9O2,FT,5,5.1,6,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Ni': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Fe': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-0.806,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
253,Na0.75Fe2/3Cu1/9Mn1/9Ni1/9O2,FT,5,5.2,6,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.065;Mn:7:0.046;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
254,Na0.75Ni2/3Fe1/9Cu1/9Mn1/9O2,FT,5,5.3,6,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0,Na:1:0.75;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2.0;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0.001
255,Na0.75Mn2/3Cu1/9Fe1/9Ni1/9O2,FT,5,5.4,6,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.417;Mn:4:0.25;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
256,Na0.75Mn1/9Cu8/27Fe8/27Ni8/27O2,FT,5,5.9,6,950,,"{'Na': 0.75, 'Mn': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.064;Mn:7:0.047;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
257,Na0.75Ni1/9Cu8/27Fe8/27Mn8/27O2,FT,5,5.1,6,950,,"{'Na': 0.75, 'Ni': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Mn': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.249;Mn:7:0.047;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
258,Na0.75Fe1/9Mn8/27Cu8/27Ni8/27O2,FT,5,5.11,6,950,,"{'Na': 0.75, 'Fe': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Cu': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.043;Mn:4:0.253;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
259,Na0.75Cu1/9Mn8/27Fe8/27Ni8/27O2,FT,5,5.12,6,950,,"{'Na': 0.75, 'Cu': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.75;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.228;Mn:4:0.068;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
260,Na0.75Fe7/18Ni7/18Cu1/9Mn1/9O2,FT,5,6.1,6,950,,"{'Na': 0.75, 'Fe': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Ni:4:0.389;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.028;Fe:3:0.361;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
261,Na0.75Cu7/18Ni7/18Fe1/9Mn1/9O2,FT,5,6.2,6,950,,"{'Na': 0.75, 'Cu': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;O:-2:2;Mn:4:0.065;Mn:7:0.046;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
262,Na0.75Fe7/18Mn7/18Cu1/9Ni1/9O2,FT,5,6.5,6,950,,"{'Na': 0.75, 'Fe': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.139;Mn:4:0.25;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
263,Na0.75Cu7/18Fe7/18Mn1/9Ni1/9O2,FT,5,6.6,6,950,,"{'Na': 0.75, 'Cu': 0.3888888888888889, 'Fe': 0.3888888888888889, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.528,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
264,Na0.75Mn7/18Ni7/18Fe1/9Cu1/9O2,FT,5,6.9,6,950,,"{'Na': 0.75, 'Mn': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Mn:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Fe:2:0.028;Fe:3:0.083;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
265,Na0.75Cu7/18Mn7/18Fe1/9Ni1/9O2,FT,5,6.1,6,950,,"{'Na': 0.75, 'Cu': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.75;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.343;Mn:7:0.046;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
266,Na0.5Mn2/3Cu1/6Fe1/6O2,FT,5,7.1,6,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.003;Mn:4:0.664;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
267,Na0.5Ni2/3Fe1/6Cu1/6O2,FT,5,7.2,6,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Ni:4:0.667;Cu:2:0.167;O:-2:2;Fe:2:0.003;Fe:3:0.164;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
